61697 0.00402594628784967 0.00929453075880147 0.00401118452227101  0.00120012048548932 0.000324133288013062 0.00386731089355198 0.000852585191005062
77121 0.00360092166582417 0.00831904939929212 0.0010934380713219  0.0012992147700237 3.62153304753754E-05 0.00070903515914472 0.000842403982033169
96401 0.00322076642682742 0.00743948556362288 0.000207535204929332  0.000768072923540202 9.37064834349854E-05 0.00033648305879586 0.000244327327616922
120501 0.00288074405630835 0.00665686578102662 0.00288874241893078  0.00181942647531712 0.000237810061523458 0.00211680575264285 0.000197644419744236
150626 0.00257661795252888 0.00595155292399575 0.000265458555520848  0.000771181602114211 0.000505723046593243 0.000192795400528687 0.000409325346328426
188282 0.00230460021759216 0.00532262972315268 0.00110925100013093  0.00066835916338249 0.00033029181330857 0.000822595893393752 0.000407410178314027
235352 0.00206129928858712 0.00476157676901315 0.000236217273126282  8.22597640978229E-05 9.22626859547471E-05 0.000575818348686372 3.11269601920294E-05
294190 0.0018436821325011 0.00425863975051421 0.000187420511978509  0.000263231245113893 0.000388397836708076 0.000559366395866485 0.000240330261331412
367737 0.00164904055194186 0.00380877048958516 0.000721445888911099  0.000227669205793655 0.000397288423926501 0.000693640760552108 0.00027883420256769
459671 0.00147494710980586 0.00340630962931492 0.00149968854186255  0.000498013703983586 0.00036399222111827 0.000624365033776888 0.000342933681423574
574588 0.00131923366128295 0.00304668058963974 0.0015416965880739  0.000303243367421646 0.000159835640235695 3.36937074914134E-05 0.000328304177692473
718235 0.00117995845793384 0.00272509744252857 0.0013698586798685  0.000301234650412905 0.000227223055218051 0.000422531715911188 0.000126141932744517
897793 0.00105538736985182 0.00243795372365904 0.000301420532728969  0.000618357565802401 0.000139690601665077 0.000230205803304777 0.000172036587878122
1122241 0.000943967265776449 0.00218087952350816 0.00134441813947506  0.000201415717505387 8.07679965912911E-05 0.000641321204939458 6.78295992235789E-05
1402801 0.000844310065158595 0.00195113016989737 0.00321647621324406  0.000292241654662764 3.53550135865355E-05 0.000105928773154877 8.71086122797848E-05
1753501 0.00075517393374605 0.00174492586253501 0.00228791410005202  0.000261395261687714 1.90360098764053E-05 0.000255874962042189 9.35612026196075E-05
